index,longitude,latitude,range
82,-141.6451814,-85.00681383,81.90385102
83,-114.3335323,-75.62678854,61.57817255
84,-126.2271725,-73.44373497,50.6194966
85,-129.4195331,-81.93087806,99.89958943
86,-100.1535571,-76.67938816,50.9243804
87,-123.5024317,-84.39071267,94.87439828
88,-138.3847253,-86.93901835,121.2244248
89,-171.3428225,-89.86814507,55.20942585
90,-108.7109858,-83.91867376,130.136422
91,-134.5481669,-77.61222099,98.90838908
92,-144.3776573,-81.59068282,160.5855119
93,-126.0037845,-76.85013367,53.16933284
94,-126.3250817,-80.08867355,77.82621276
95,-151.8480827,-83.17491795,83.00294261
96,-105.5450063,-89.99179857,86.20577443
97,-125.9838251,-81.92669934,84.12228989
98,-109.4332649,-85.14065652,106.4165495
99,-119.0540875,-84.26342809,110.2183652
100,-125.1153213,-77.5691534,115.9233264
101,-140.3191774,-80.74077429,28.0711249
102,-129.0610775,-76.85353361,68.14262885
103,-172.9939581,-87.48890935,43.77411699
104,-144.4329715,-85.32127759,11.03746495
105,-121.4337063,-76.62734045,95.58237532
106,-106.0245683,-87.87581911,82.23941255
107,-122.8704576,-75.39469655,67.91335218
108,-160.4270094,-85.73752463,101.5113374
109,-123.5808446,-80.61899899,48.89303011
110,-115.4356715,-79.76428078,113.5753181
111,-179.5894775,-85.10587717,101.0573344
112,-110.0117393,-78.19191238,67.96838424
113,-106.7587287,-78.09697765,57.59279885
114,-146.0212568,-87.04797877,46.29551679
115,-130.1142454,-81.58085467,80.62105813
116,-151.6361995,-84.49525456,152.3381406
117,-117.0756324,-84.26876606,60.09692936
118,-124.2563569,-84.19186369,95.44045668
119,-143.2967837,-88.77250326,106.7003029
120,-107.2610792,-86.63810831,127.8874137
121,-128.5604875,-88.13330232,67.96572949
122,-144.0722266,-84.01095224,40.20233782
123,-137.2791563,-78.93292749,109.7084884
124,-119.9474896,-76.42715235,15.08096274
125,-179.5592374,-88.6889193,101.6137687
126,-114.2986201,-81.29847466,71.35625923
127,-139.0023329,-85.81585842,55.50644889
128,-134.9485483,-82.67750138,36.32196179
129,-144.7642153,-77.84320845,78.80657783
130,-153.3274515,-81.64929863,61.46392102
131,-130.162528,-81.05284457,54.37647919
132,-140.1127806,-85.12532824,58.24471946
133,-100.9492121,-80.08217834,87.14712396
134,-142.2166395,-87.42911682,87.65145389
135,-149.5163874,-88.13398127,66.02902995
136,-112.7346424,-86.40662578,81.09025331
137,-107.8737553,-81.23207935,60.22609834
138,-126.1273832,-82.03073768,108.9539865
139,-145.8116833,-83.56454627,40.87248939
140,-126.9881982,-79.8529073,70.41429108
141,-112.0066776,-79.06697676,77.92774588
142,-178.3251575,-85.14144238,47.41781564
143,-143.9219702,-79.59045053,72.01435077
144,-136.4078499,-89.62344776,39.04893638
145,-121.908665,-89.12843549,20.7935183
146,-105.5560302,-88.99488481,27.62471652
147,-143.5636091,-76.38652389,58.45590477
148,-130.5675756,-85.36195869,61.35021854
149,-127.4658512,-81.59507694,79.57065535
150,-124.5240859,-88.18702194,91.51576526
151,-151.9999516,-87.73746731,124.6667729
152,-102.373653,-79.83914191,52.24054617
153,-135.1482404,-75.06078399,71.39497701
154,-153.0495088,-87.48748088,82.48480131
155,-120.7963448,-82.25939276,65.20600703
156,-125.2578666,-83.53394772,95.76663682
157,-149.2284518,-84.19547771,46.32453317
158,-159.3664024,-84.45171113,101.4652106
159,-137.5321289,-87.93540145,87.04207206
160,-129.0219066,-76.53694066,28.43233074
161,-115.1659495,-76.66023898,114.3270397
162,-133.1773377,-85.98609041,48.91240714
163,-153.8800133,-89.43271654,60.99598315
164,-103.844955,-83.05052837,27.88245823
165,-167.0740435,-87.64579733,72.1396673
166,-161.3060989,-85.1338985,82.89280889
167,-119.2080471,-82.06680903,12.31141649
168,-152.7727046,-86.85354774,102.1262209
169,-125.6931922,-79.43285244,84.30432496
170,-165.7215225,-89.59714769,107.2437248
171,-131.4160523,-75.48634551,108.7317436
172,-153.3614077,-85.19038853,101.7866182
173,-160.1255199,-86.41004684,100.4143523
174,-119.6161108,-80.52065195,92.2511201
175,-126.775311,-82.17738209,40.57022686
176,-129.8905416,-85.8223342,59.76432937
177,-102.1782233,-89.0262054,97.29599537
178,-117.8192716,-74.62563411,104.8882751
179,-123.1066133,-88.6610103,59.20079822
180,-153.2390268,-83.92532694,44.48048223
181,-114.9544539,-85.38126478,30.11976952
182,-144.8502271,-89.32440253,45.12210219
183,-133.6966685,-89.16780493,78.39623084
184,-108.7326562,-85.85608654,58.75357821
185,-170.1665563,-89.90804187,93.30293799
186,-178.207578,-85.73260846,67.67942991
187,-124.4939458,-75.80247039,94.11000839
188,-113.157916,-89.53110941,71.25072994
189,-122.1312467,-80.7246763,75.84099864
190,-124.6394497,-82.30256392,118.0134994
191,-110.5458061,-82.16434112,31.93203306
192,-120.0712871,-88.54254865,69.11722215
193,-100.2694734,-89.35503898,58.44735927
194,-133.6363709,-78.71775345,97.29953553
195,-138.5186366,-82.16972112,59.86835598
196,-115.964795,-86.53040401,117.9891567
197,-124.7697926,-81.44814279,77.40019771
198,-143.6438186,-89.36379978,44.95318783
199,-142.2918866,-87.89183596,59.42571216
200,-127.6477275,-87.3478946,115.9304342
201,-102.6690259,-88.47015813,125.5485095
202,-121.0145433,-81.71783688,62.16567685
203,-134.5373142,-87.57598295,20.54815223
204,-132.7960986,-82.40148658,108.0146251
205,-155.0746418,-77.24165413,144.5590382
206,-172.1482511,-89.3559065,54.59884067
207,-130.6550159,-82.29430329,103.7723213
208,-100.8907801,-88.381012,84.00776198
209,-110.725873,-79.14299648,110.5955908
210,-118.6484038,-79.80592198,46.16406506
211,-166.0832966,-85.61837248,43.94318692
212,-157.5992383,-89.80134439,99.84472103
213,-127.5963155,-76.53170212,68.58192799
214,-121.3507902,-82.98370726,88.38684882
215,-69.0222467,-75.92034491,59.70425661
216,-90.6761807,-80.45020837,65.67318682
217,-71.42374508,-83.48541968,111.8432533
218,-87.16705633,-85.57615797,38.22836948
219,-95.68961385,-75.24292973,63.08597693
220,-65.68313334,-85.59165678,82.86872227
221,-62.97566645,-73.02465932,76.75285047
222,-93.00688925,-81.10234505,30.0307467
223,-78.14528754,-86.76994612,76.88220749
224,-86.71265501,-76.08608623,57.77748323
225,-75.48409699,-80.75750702,52.99859023
226,-88.24178875,-82.70874377,57.42402927
227,-98.16956817,-75.99200013,31.55742185
228,-98.75000037,-86.98885725,47.00988735
229,-73.46485657,-82.00272908,57.09558223
230,-78.25682487,-74.83089773,69.52523961
231,-74.69027051,-88.05985715,40.08494062
232,-67.09395838,-72.71765532,121.9196016
233,-71.64675972,-72.46981811,83.05198709
234,-78.4306884,-87.02845481,96.71694867
235,-69.69129569,-76.23347018,74.87589606
236,-19.29171342,-86.92452326,80.11612353
237,-26.03938322,-83.00475666,104.2995374
238,-40.89734863,-83.2541251,77.32960518
239,-14.63866191,-75.13165349,78.82743409
240,-40.88731035,-86.32199384,87.59339318
241,-22.80284021,-82.72569601,47.79241591
242,-20.4119317,-78.48860511,113.1554537
243,-52.38801908,-82.22031546,72.30680528
244,-19.96540915,-86.11948578,117.0463602
245,-53.81152916,-87.57989036,45.83804168
246,-9.278758087,-80.59887215,32.155219
247,-19.6195394,-81.28651853,122.5855929
248,-0.818438291,-82.30402261,56.35931953
249,-1.721648969,-73.94311632,72.69761665
250,-23.5623715,-76.41514811,68.79611668
251,-39.67600815,-86.14951137,111.9179386
252,-10.99988067,-73.05535351,79.16002417
253,-8.258066806,-72.37803473,84.64901624
254,-10.62841981,-84.52611872,78.70792318
255,-24.09619968,-81.19355943,118.2262199
256,-15.37725076,-76.60754305,84.62950628
257,-45.71844779,-88.97367644,78.49220701
258,-55.66564168,-89.18359704,119.852391
259,-2.916914921,-84.57821187,68.70596309
260,-4.351060394,-77.01496527,59.7142139
261,-49.60722682,-83.19263604,89.46846223
262,-57.66049789,-85.30058904,27.53262836
263,-46.68870252,-84.51060063,53.17081289
264,-6.428102486,-78.14909766,98.46128656
265,-18.41457745,-77.23718885,105.9038288
266,-5.519729327,-85.58026093,32.01311938
267,-48.76111705,-80.5262454,76.30327459
268,-21.57396515,-85.4818244,63.20923687
269,-35.44534884,-87.02872994,42.03975815
270,-2.248256699,-81.4967853,117.8308293
271,-16.55182212,-80.66265158,32.64994562
272,-3.964248149,-81.59329368,54.59577032
273,-50.53960719,-82.82925968,60.02541272
274,-4.737478472,-78.21801297,12.38719281
275,-26.65884446,-89.29695959,27.8037391
276,-15.20139464,-87.74874103,67.78351121
277,-3.502839811,-79.02072699,92.93697269
278,-35.48785588,-82.52004864,152.333533
279,-5.702362776,-80.64380054,118.1270255
280,-13.68236313,-78.69313367,52.35951251
281,-25.22093903,-89.68018868,46.1800797
282,-44.22631828,-79.68513288,62.86500308
283,-4.87674494,-76.35039531,63.36722119
284,-2.694155067,-78.51500409,76.44399434
285,-4.368962144,-87.7757316,45.91397249
286,-5.424172527,-83.95277243,47.87509228
287,-2.317152025,-72.82057436,124.2523289
288,-24.25929014,-89.46103947,46.0125323
289,-38.96299935,-82.729451,86.99083119
290,-3.774762396,-79.81950069,88.48278084
291,-3.160152634,-79.50953312,122.7013242
292,-26.84920739,-87.40566589,91.32246223
293,-22.50333681,-76.98500233,45.35037749
294,-44.6320901,-83.66454704,100.8882892
295,-34.21615041,-84.49534603,53.02192519
296,-58.93921957,-86.86938385,153.7788163
297,-49.97012536,-89.92247147,73.56441317
298,-10.33062966,-72.48283507,56.94189706
299,-17.64875297,-81.32696213,30.00250269
300,-14.76904223,-88.02981404,16.67715979
301,-5.419247075,-80.98289635,107.1408159
302,-33.71869507,-82.16316043,130.5322125
303,-40.13524779,-86.57318205,87.9583251
304,-12.47439886,-76.52415714,72.57781954
305,-11.71883271,-86.47781814,128.8868529
306,-28.38278196,-83.90722055,101.2272003
307,-20.39887289,-87.30823236,144.4120715
308,-14.45768964,-80.23887739,73.35780104
309,-23.37486025,-79.79140624,82.69116758
310,-38.45926498,-83.91073348,24.38309724
311,-26.42578028,-85.03889683,35.08113035
312,-40.20950319,-85.88535835,110.1050662
313,-13.14365399,-73.36084435,125.8811691
314,-15.06147599,-73.6672832,50.51530794
315,-7.102833818,-76.17709594,145.1204552
316,-0.572531725,-76.15608059,66.2882125
317,-16.85443499,-82.61244872,141.6486487
318,-5.112612384,-85.61293803,96.0692526
319,-11.8972514,-73.77562798,90.16497867
320,-1.84327495,-76.25396331,99.25769336
321,-49.37998126,-78.84652948,92.81869117
322,-48.34217719,-78.54293376,52.28705496
323,-46.10284933,-79.26994968,55.65335452
324,-28.69464401,-82.94685781,105.0599091
325,-50.14756082,-78.69996695,63.191315
326,-14.06723245,-86.52930575,80.848265
327,-4.773002256,-84.33917857,70.81422115
328,-9.174774194,-73.98786364,73.72480343
329,-59.11620399,-83.48741156,130.0468712
330,-17.87803468,-78.15158672,104.4069077
331,-27.86899321,-84.59897186,63.88517593
332,-1.442293885,-79.2612069,68.7826577
333,-28.38948444,-80.44399245,30.34285412
334,-55.74717379,-85.39693658,69.80197466
335,-50.88289219,-82.51162435,95.93832301
336,-2.806205217,-83.84963021,101.8018641
337,-5.716306965,-71.48747722,65.20934719
338,-55.43796365,-88.79045297,70.67684858
339,-19.77333472,-80.51662269,13.92781766
340,-50.38078174,-83.66098491,62.09943098
341,-42.84940432,-89.10606925,56.07202567
342,-25.72254385,-78.49857164,30.26873382
343,-45.41208727,-83.42082978,90.36963209
344,-20.74365629,-85.23195293,36.92059733
345,-5.681881488,-74.79591392,101.459126
346,-56.86377789,-89.6340489,118.9089226
347,-16.2492792,-81.47014596,75.09893324
348,-27.53203372,-81.68012758,78.07697207
349,-35.64056709,-84.42499703,111.3086588
350,-2.87617504,-88.9527364,97.93228845
351,-21.12420017,-80.82119022,82.77912018
352,-28.18269242,-87.46759426,106.1449693
353,-53.43146034,-88.21132747,65.78365638
354,-54.5702445,-85.09296312,87.72796781
355,-19.310714,-85.83886082,81.00120725
356,-30.13491379,-80.52890392,93.01651336
357,-7.156633865,-74.80258464,51.27688915
358,-51.96654017,-80.45338331,88.11987992
359,-29.96439951,-87.64567038,62.56076832
360,-19.11758577,-81.77424436,71.98612814
361,-37.40820536,-89.32385478,85.80127155
362,-23.19509516,-87.00578269,60.95704041
363,-18.19832522,-86.31775423,75.03901108
364,-1.055044284,-82.28392158,67.80776159
365,-9.281414438,-86.96274068,75.89839445
366,-43.71397884,-86.17937841,119.1720973
367,-9.16602723,-73.25151685,103.661403
368,-4.003659382,-75.14462917,49.71088399
369,-59.11348967,-85.50268122,82.42105263
370,-38.00450677,-89.14827357,58.18895438
371,-57.12672946,-88.82159798,58.93517979
372,-12.53086226,-88.01869858,70.1876862
373,-4.83303888,-75.20930522,12.96009126
374,-23.8659942,-84.74038993,55.15549802
375,-15.78273205,-89.25747768,39.374425
376,-11.32187829,-87.06579032,66.91959355
377,-6.951345031,-79.33342577,36.33249446
378,-5.219663165,-89.00743122,101.4633568
379,-35.76881002,-83.16872126,82.92114751
380,-27.65932571,-81.78080572,31.84745296
381,-56.04583097,-87.49996776,121.7773118
382,-9.979948224,-77.93224565,59.52993215
383,-40.59167204,-83.03568445,125.6002553
384,-4.809859384,-85.37637862,82.8085719
385,-20.82484254,-84.04485304,105.4296505
386,-1.82682208,-74.4935662,71.51668482
387,-14.28108579,-84.70827282,52.54113149
388,-17.73038035,-75.07307472,73.45601552
389,-9.083372585,-74.47097577,133.3631189
390,-37.39399616,-81.41746955,54.52838773
391,-3.92669667,-82.20217574,50.05366167
392,-33.24039668,-88.85365842,82.90546099
393,-15.56889744,-83.23358835,123.1705517
394,-31.71103394,-84.83061337,24.80748332
395,-26.62289524,-78.82754264,118.3033916
396,-54.24738824,-83.80343846,60.9764815
397,-23.68436641,-87.17672211,81.09036007
398,-24.94409639,-86.9090411,75.49975087
399,-29.88094853,-81.26886669,76.69414501
400,-15.6595673,-83.77503808,127.2725412
401,-11.31677901,-83.47563452,79.45841518
402,-36.17823405,-89.87251196,114.5130412
403,-31.8868311,-77.70255066,143.3954803
404,-11.33749908,-83.29979317,48.50239061
405,-27.56373694,-82.24170218,82.67110494
406,-24.76448298,-82.13192526,91.64428453
407,-35.66507084,-88.91933983,69.71409401
408,-3.057658233,-87.11593386,18.16120881
409,-9.509043244,-89.87187992,105.3311935
410,-15.12488814,-79.20856087,90.12054107
411,-16.45060962,-84.79603576,58.62471682
412,-19.91802899,-77.46992926,95.9901271
413,-27.00179208,-78.30863883,96.27769507
414,-32.94573352,-77.49056887,46.48311854
415,-7.230612748,-86.66801564,42.43765544
416,-43.16384948,-88.42892053,117.5751889
417,-35.25228597,-89.1159741,59.92439853
418,-6.945635214,-74.11956897,101.3716889
419,-24.26636111,-82.55172838,85.5552667
420,-52.52617493,-87.58256802,63.36174332
421,-5.115052801,-72.13305984,74.42331669
422,-31.29353006,-81.41215774,80.83414789
423,-2.733473936,-73.90393341,114.1896596
424,-20.95536387,-80.48194827,48.87328108
425,-50.41752188,-88.35387603,71.05547361
426,-19.17771927,-83.70825823,56.99621924
427,-16.79974203,-77.36469589,13.47163661
428,-52.21768779,-82.56172562,94.82321692
429,-57.17864779,-84.87580429,25.27081755
430,-23.45523784,-87.87058311,70.69437208
431,-24.67367445,-83.12206993,46.10898006
432,-1.345678823,-75.24578948,96.76434212
433,-7.105488162,-74.44989309,92.85815785
434,-34.33110245,-88.32252027,89.43340713
435,-28.46236125,-83.64971808,122.2263764
436,-57.48144626,-83.92883356,55.83449926
437,-4.294199159,-87.56464064,111.8287983
438,-28.89072773,-87.37421674,57.19745946
439,-53.91969035,-86.42174274,44.7193746
440,-30.82535568,-82.67742476,115.8811925
441,-24.98605386,-77.77397581,67.34105019
442,-41.0266181,-87.91318626,86.11409266
443,-40.73601468,-82.77250172,103.7802854
444,-1.288102565,-89.38271808,21.4669264
445,-18.16892282,-87.33705591,18.84395382
446,-36.86269373,-86.10675789,74.86855366
447,-41.87453599,-83.95909774,91.5960494
448,-21.83593112,-77.20133104,11.28934224
449,-2.788789337,-85.55064819,95.9445066
450,-59.10564081,-87.33656656,65.65237967
451,23.96172069,-77.18095303,94.64142958
452,44.1816253,-89.82890825,61.1514848
453,3.33137292,-76.27535193,125.9774524
454,5.891321323,-83.77100799,12.51093365
455,0.063985288,-88.81936421,95.30160459
456,46.60476025,-74.28716876,127.1263732
457,58.1036181,-86.34614956,109.4798279
458,53.04295331,-85.60664357,125.5771562
459,27.38258208,-76.11123707,94.3148429
460,23.64605551,-86.12752599,146.2393752
461,23.96628329,-85.76460781,18.18474192
462,8.50709599,-70.72948288,116.8939604
463,46.00167739,-87.71672529,47.59292589
464,3.414862272,-79.06531078,108.4261669
465,43.63543927,-81.55665875,89.07175582
466,32.67178933,-74.36714376,101.9805462
467,47.98517343,-73.58899901,132.1130635
468,54.32268786,-78.98330207,31.28755469
469,59.53462927,-79.53474604,98.34931638
470,34.60703845,-83.26712781,47.97861232
471,27.30254479,-85.49373497,72.45170716
472,53.36302979,-81.56017417,78.49618799
473,42.08179528,-76.67185309,67.39220151
474,31.5207116,-71.74020965,100.4054027
475,41.637997,-78.4670662,89.16010904
476,55.46650228,-71.50388967,116.1682771
477,22.33347905,-78.72116267,74.00472609
478,49.32819152,-74.93841861,37.51146439
479,30.52098744,-71.35864399,47.37619142
480,24.29767813,-89.82850137,73.44190801
481,56.42657692,-88.22954157,15.98220372
482,49.12803528,-73.85925454,45.61130535
483,92.8038677,-70.22060437,56.35287281
484,92.23356625,-78.73759615,98.22778369
485,70.32426746,-87.54168634,38.39620928
486,81.51225998,-73.91734386,65.53239958
487,89.50332013,-73.47889449,82.8165261
488,76.67414044,-85.92284656,40.21310742
489,80.79865371,-73.24763488,44.25478002
490,102.2559208,-75.94407071,20.85319045
491,98.89630978,-84.62474873,83.59534872
492,112.5372891,-80.92929112,88.60124395
493,75.15589148,-88.07696034,77.5090748
494,119.1780655,-81.9368059,59.45587849
495,102.1252402,-71.41131725,58.8182649
496,61.86511143,-72.07898244,66.76939659
497,114.5855824,-85.61944206,152.6069325
498,79.85353682,-72.33148298,23.04632236
499,89.75258052,-73.45653279,101.1696513
500,60.38799183,-80.41297088,33.95753669
501,91.80335796,-77.39773802,21.67284688
502,84.15214618,-89.6693415,52.5464829
503,90.32782485,-78.83444726,70.81878381
504,81.58136372,-71.88334046,111.5561561
505,77.69479512,-89.11946644,40.65656438
506,111.2243525,-70.12521388,72.80854229
507,109.0269725,-85.74258759,73.36884559
508,71.01906218,-88.2600084,107.1045949
509,112.7696898,-75.13585254,72.29267252
510,116.1252432,-76.79798575,57.06343664
511,62.55216354,-83.66431868,116.848871
512,96.3827618,-80.00972536,37.03904602
513,65.25348428,-89.39303423,87.97703087
514,77.31251516,-76.2501641,12.54735188
515,116.7065875,-76.89268745,68.940263
516,61.75721304,-73.1712635,149.3430519
517,63.68648754,-75.56990591,107.1262685
518,86.78694347,-84.9066979,32.77990184
519,99.18135366,-75.89984921,103.9345379
520,90.72910539,-74.0469333,98.31027409
521,74.29362218,-83.26517883,82.86865959
522,98.79187201,-80.48644035,49.51882891
523,64.78516533,-87.50192448,73.43033094
524,106.6780676,-75.22825745,133.1353398
525,108.7195698,-87.65002707,28.82946503
526,79.69828241,-74.43816723,45.34472071
527,76.76526475,-89.51039201,122.0517231
528,107.4378343,-83.00362226,101.1389398
529,90.57601828,-88.6724364,103.0403163
530,77.46333475,-73.39947351,31.53361356
531,66.58568679,-76.09979355,19.11525893
532,81.88970516,-82.57198094,41.97667745
533,69.90684318,-89.66815508,77.71120922
534,87.99290117,-70.33030408,110.0885706
535,110.0621016,-80.60442306,23.74742454
536,156.4737568,-77.13632151,81.72901078
537,130.5421295,-79.50659956,94.74408991
538,136.5496009,-77.15520034,59.40175155
539,141.4010803,-72.42525134,60.15070906
540,149.8331434,-82.41535934,105.543294
541,158.6102591,-76.23008269,132.0196682
542,175.5585668,-87.31683874,56.38651497
543,121.7537785,-78.64919633,47.88927485
544,149.1573428,-88.6224979,109.2202229
545,129.5385047,-70.79634463,51.72188335
546,120.6984993,-71.73049985,60.31095851
547,145.6254213,-71.54574529,61.64240768
548,128.9413785,-77.4675781,110.3052801
549,154.30801,-83.52344305,93.94961774
550,138.2881882,-84.79763712,49.42586989
551,146.9011041,-79.73488756,96.17152543
552,132.1852957,-77.49896536,60.39192868
553,121.6432398,-77.20468283,102.544389
554,167.5407283,-86.23788117,98.92986935
555,140.5208497,-80.84016485,71.79113542
556,131.6885488,-79.01498589,48.01829157
557,149.6634007,-78.1720362,114.5597133
558,140.9879172,-79.86032053,72.35495903
559,173.3664299,-87.52301581,118.0561735
560,166.8792205,-84.51066483,112.9994605
561,135.8563602,-70.07830963,105.0425257
562,126.9484841,-84.36810432,56.69813172
563,136.2036041,-89.61603301,111.7389239
564,149.8595315,-85.27263237,95.64767549
565,172.2520063,-89.0048698,56.35976501
566,144.3218739,-76.92946018,112.0699527
567,161.5103862,-76.7190595,78.73873233
568,151.9880609,-81.30575142,153.1288355
569,156.5714432,-84.10825648,52.50606108
570,142.8696453,-84.84460958,92.94994439
571,149.5781947,-82.65163704,97.2088825
572,127.7736512,-85.92940002,31.63933681
573,120.2875683,-80.8907057,74.37103868
574,135.387163,-84.45471016,64.04086573
575,150.0267642,-78.64705712,61.53416856
576,123.8135798,-76.83814884,93.98945984
577,144.3089042,-88.96428462,86.03755229
578,127.6121667,-88.98489639,24.39497654
579,140.8881071,-76.83513809,50.68766986
580,156.3508009,-79.83465019,39.45057144
581,159.4640255,-72.50759312,114.6852164
582,135.2252428,-70.83724817,45.0075213
583,162.5483705,-75.9473919,90.00046703
584,160.1840385,-89.54047054,106.1002219
585,155.5605515,-89.93786592,102.3401696
586,134.7401991,-88.33289606,92.12844656
587,148.720002,-88.25627261,57.75745933
588,144.7320851,-85.40047477,106.5018714
589,145.8159122,-81.20326709,79.46224684
590,145.8305602,-81.58775,54.35413461
591,141.0399551,-73.78348456,164.0075307
592,136.3448645,-81.63909504,76.37791569
593,160.6081422,-86.6351192,81.74851296
594,129.1394805,-89.70696018,63.57239073
595,133.3722231,-74.37468747,17.18556652
596,140.1049577,-70.14907687,86.55759569
597,129.1624931,-89.72766304,52.17045106
598,158.5014026,-83.31189537,62.37572334
599,140.8798616,-76.2418753,130.848023
600,128.3601035,-81.90214012,106.1898726
601,138.4837195,-74.61850385,50.9429769
602,140.4148668,-84.48308869,51.76199943
603,136.8703804,-78.70528243,67.6454321
604,129.8760495,-82.24738672,61.28338858
605,144.2638769,-76.27551653,63.30897884
606,124.330655,-85.04655939,105.9534935
607,142.342486,-80.91013388,82.90368881
608,148.3120803,-75.84248556,74.16495273
609,156.6435689,-81.22738206,140.3080577
610,139.8717523,-75.65290724,120.9366251
611,126.4932326,-84.18379962,22.03980244
612,129.3163931,-87.02083284,92.74305785
613,136.9545653,-71.23005513,120.5502378
614,124.9307634,-80.0247327,127.5138856
615,138.0909783,-85.52068462,28.93847573
616,139.3152572,-87.0877256,72.69564349
617,136.8055486,-73.78709378,94.68949372
618,159.2369783,-87.54870663,84.67514712
619,137.668069,-78.58576037,114.6921034
620,130.8275175,-85.41007041,131.3228412
621,156.5958541,-74.26181177,90.10617363
622,137.7277057,-72.37464035,143.839145
623,166.9845713,-72.69660915,90.05479771
624,155.1060548,-72.37339445,100.2242164
625,136.1592529,-86.59319807,67.98867088
626,144.6325506,-88.32525343,28.99766245
627,149.2863725,-85.60204399,168.1827983
628,144.6454675,-84.99690269,117.6093432
629,120.0305824,-71.44627589,89.33781763
630,120.778253,-72.93794168,12.12337369
631,149.9428299,-74.29067499,22.48361573
632,159.2341532,-71.93024767,45.89583042
633,153.9661684,-78.38895741,120.0092536
634,168.2870938,-85.86219194,55.58706716
635,132.4300239,-87.20010227,86.8669605
636,129.243223,-75.22182008,105.9089722
637,145.3792871,-80.56306749,89.02645814
638,146.9281293,-85.1393902,57.62605032
639,143.0482132,-74.97062975,36.23927375
640,147.8224986,-87.97804894,96.4726254
641,123.2717417,-78.5793965,104.8980941
642,128.325943,-70.29230493,60.5572158
643,168.9147639,-87.35929018,99.11829221
644,125.8602408,-84.35940637,81.22401981
645,135.4877033,-81.2808627,106.2045343
